customer_id,prob,default
100000,0.17134095704117774,0
100001,0.12308480132925467,0
100002,0.13995634978217936,0
100003,0.4827927949823572,0
100004,0.1486656637868131,0
100005,0.1519438999425309,0
100006,0.07727996829037066,0
100007,0.09690322803144821,0
100008,0.08931553345141678,0
100009,0.30322549274706306,0
100010,0.24599587984040724,0
100011,0.08793405467406158,0
100012,0.06855587068500374,0
100013,0.06561229537218621,0
100014,0.12957687926602163,0
100015,0.22966851655539955,0
100016,0.07887948040189394,0
100017,0.09693888570705804,0
100018,0.14089400121494172,0
100019,0.23881185248165487,0
100020,0.08491316052979297,0
100021,0.15447756243801222,0
100022,0.1329127416481799,0
100023,0.21475252942723747,0
100024,0.2176708247269273,0
100025,0.08065052205760431,0
100026,0.08607002191754992,0
100027,0.11604487092802722,0
100028,0.11391743293796731,0
100029,0.06803031923513732,0
100030,0.2168712062855674,0
100031,0.1539932326924425,0
100032,0.09895898770130138,0
100033,0.1437686184600325,0
100034,0.19057091366919804,0
100035,0.4133264758610782,0
100036,0.14229990463710374,0
100037,0.11241236960608106,0
100038,0.12137908452637627,0
100039,0.09657273947021572,0
100040,0.21613235444894957,0
100041,0.2535144898503123,0
100042,0.16674833567922237,0
100043,0.18264758107500373,0
100044,0.1069850004701518,0
100045,0.08401201760235145,0
100046,0.13190014190041432,0
100047,0.3657227110197322,0
100048,0.1401514134038255,0
100049,0.07921317271679722,0
100050,0.31733542699118494,0
100051,0.0837756975497772,0
100052,0.244115900000698,0
100053,0.26806712625242896,0
100054,0.15424962628587488,0
100055,0.11411710046043558,0
100056,0.06414122171730925,0
100057,0.2558063096267344,0
100058,0.11380369440340776,0
100059,0.09866403376112055,0
100060,0.17151681002056637,0
100061,0.35296771324640397,0
100062,0.11367163229707401,0
100063,0.17742822385358603,0
100064,0.06652081972559992,0
100065,0.15010235027342606,0
100066,0.290323090557813,0
100067,0.06810755449053899,0
100068,0.08772290064928884,0
100069,0.15056051176189728,0
100070,0.07648621039048355,0
100071,0.2164872089780992,0
100072,0.18197058960678186,0
100073,0.34408279435216554,0
100074,0.1370236201585381,0
100075,0.07957253592389811,0
100076,0.07376061163192289,0
100077,0.17801556003633898,0
100078,0.1334865049136786,0
100079,0.1406416036756926,0
100080,0.1949428278614004,0
100081,0.22409380454318797,0
100082,0.09483852375070373,0
100083,0.19550573193105167,0
100084,0.10031155598619931,0
100085,0.06307110544201089,0
100086,0.14660485737772183,0
100087,0.10340555625827373,0
100088,0.1736849249978964,0
100089,0.206365371337363,0
100090,0.10703464957704865,0
100091,0.08849258284238433,0
100092,0.17657568818308697,0
100093,0.13098000546598665,0
100094,0.2143108371297948,0
100095,0.4622690778324538,0
100096,0.07330276066036008,0
100097,0.1448854162843348,0
100098,0.07462543597302027,0
100099,0.43035534614195975,0
100100,0.21343797968713782,0
100101,0.0906122273378229,0
100102,0.1552124285275082,0
100103,0.2487079280490414,0
100104,0.10565643378969723,0
100105,0.10382482274512132,0
100106,0.5358612430298882,0
100107,0.09262551192287762,0
100108,0.045996497392440494,0
100109,0.08861642030673086,0
100110,0.13180940720929624,0
100111,0.12623891162104572,0
100112,0.06406495133190122,0
100113,0.03828301494429282,0
100114,0.10101474494552344,0
100115,0.12816442634816202,0
100116,0.27724938973695734,0
100117,0.3488533826903327,0
100118,0.3201513362243819,0
100119,0.1024586426545329,0
100120,0.1616980222114989,0
100121,0.09092348735401647,0
100122,0.07418798196804882,0
100123,0.10233546072924053,0
100124,0.14548807209391776,0
100125,0.05063981389300141,0
100126,0.12628638608337045,0
100127,0.061396908622977885,0
100128,0.15595904984686337,0
100129,0.06734791759826052,0
100130,0.15770614842823116,0
100131,0.12333717043453853,0
100132,0.1335982722441622,0
100133,0.15383264219321907,0
100134,0.2538580772983311,0
100135,0.08169225469961834,0
100136,0.08841513082259599,0
100137,0.25906060437287587,0
100138,0.25046510464790045,0
100139,0.19255315294594716,0
100140,0.07365198482180989,0
100141,0.16336493652559467,0
100142,0.071065549469298,0
100143,0.10779574757000471,0
100144,0.04328755016358685,0
100145,0.20561744952763614,0
100146,0.16094944427038368,0
100147,0.14126360276725897,0
100148,0.16673083958342105,0
100149,0.12410760503845983,0
100150,0.12064051773155267,0
100151,0.04917105528989891,0
100152,0.11073758804550692,0
100153,0.2919815857492988,0
100154,0.11525525853608452,0
100155,0.23054577983503774,0
100156,0.10346310979928473,0
100157,0.1934097354994326,0
100158,0.07429171302353117,0
100159,0.13153965538330656,0
100160,0.12381689465644621,0
100161,0.12935098330294245,0
100162,0.09884264584490099,0
100163,0.07354805437450075,0
100164,0.11159741855822852,0
100165,0.18953615767252185,0
100166,0.2136602745912435,0
100167,0.30891434760806036,0
100168,0.05537161935809761,0
100169,0.16967334912613555,0
100170,0.06811101878615387,0
100171,0.07950162295732394,0
100172,0.23284832505815475,0
100173,0.10791353771962545,0
100174,0.07670270115718748,0
100175,0.03978553446295329,0
100176,0.2215520449135018,0
100177,0.22289704688949116,0
100178,0.05442468822998747,0
100179,0.1017875061595367,0
100180,0.11954580548262383,0
100181,0.05965914366739652,0
100182,0.2164796008354541,0
100183,0.2890054449505555,0
100184,0.05501595242822698,0
100185,0.1118336490613828,0
100186,0.13205967793601545,0
100187,0.17609258026854327,0
100188,0.17906524174480068,0
100189,0.09905500399960528,0
100190,0.08867598973244002,0
100191,0.08142123030679523,0
100192,0.21479856318747106,0
100193,0.09535418517680151,0
100194,0.0720317125168758,0
100195,0.27081612509591885,0
100196,0.17666713223242722,0
100197,0.20100095457730435,0
100198,0.21472806262454944,0
100199,0.2328322260122642,0
100200,0.2164558377440507,0
100201,0.0804592439021825,0
100202,0.11150971576711967,0
100203,0.33013304916340175,0
100204,0.14669700226896037,0
100205,0.059829949373044373,0
100206,0.33877736242409123,0
100207,0.14797595347432244,0
100208,0.40755561938696483,0
100209,0.14241236219240097,0
100210,0.20649055192556318,0
100211,0.26991819860018557,0
100212,0.06920700431104049,0
100213,0.05988697131445659,0
100214,0.26660034627585016,0
100215,0.1556730208070032,0
100216,0.36598147607186543,0
100217,0.17148276370194385,0
100218,0.21982188676269457,0
100219,0.04751083251214979,0
100220,0.2621307392579661,0
100221,0.25482416245834044,0
100222,0.0680590872412178,0
100223,0.22335722784579568,0
100224,0.21114335094574113,0
100225,0.07858736005429508,0
100226,0.3327398475283747,0
100227,0.14849868397008015,0
100228,0.1625899605676714,0
100229,0.21714994068512128,0
100230,0.2697154688321919,0
100231,0.2096317124554631,0
100232,0.06418942729083935,0
100233,0.07570618194052045,0
100234,0.08828869386460549,0
100235,0.10723393738495121,0
100236,0.16197832233816598,0
100237,0.19325283017054232,0
100238,0.2747447804180275,0
100239,0.10272690941209603,0
100240,0.15975584890277267,0
100241,0.17999188119881057,0
100242,0.16903266787883225,0
100243,0.10096337410298568,0
100244,0.07187142506177581,0
100245,0.05711602552964204,0
100246,0.11738159031510098,0
100247,0.13973965777188305,0
100248,0.10656924811700241,0
100249,0.2074111216928612,0
100250,0.15884044537192582,0
100251,0.22272548678767798,0
100252,0.21600799885076413,0
100253,0.24517142775796694,0
100254,0.14808508316123528,0
100255,0.08012980854247585,0
100256,0.1958964010723374,0
100257,0.2564906531338699,0
100258,0.14748214816409327,0
100259,0.07182473303609897,0
100260,0.30951501517075614,0
100261,0.1454122866253473,0
100262,0.06632280737161679,0
100263,0.17349678276038377,0
100264,0.13583809095595745,0
100265,0.31497160744079833,0
100266,0.17509488139831778,0
100267,0.3790927686078774,0
100268,0.10695026801085288,0
100269,0.3317113043682023,0
100270,0.127637646829011,0
100271,0.2794352706111983,0
100272,0.07736568832944474,0
100273,0.13624371800886179,0
100274,0.3563866652406541,0
100275,0.1413947731541814,0
100276,0.07515100017276163,0
100277,0.10868928695427504,0
100278,0.2394100511533289,0
100279,0.10581221382912,0
100280,0.2148506787001974,0
100281,0.06281513269001958,0
100282,0.08273806138575286,0
100283,0.12923839390147082,0
100284,0.23765942937407372,0
100285,0.28564895324494155,0
100286,0.6534415390280331,1
100287,0.2236972074221947,0
100288,0.1412151950332245,0
100289,0.21905435302620735,0
100290,0.1711833093419539,0
100291,0.060228305735266115,0
100292,0.4754265733405036,0
100293,0.1948050055462852,0
